X1,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours,BusinessAcceptsCreditCards,BikeParking,GoodForKids,ByAppointmentOnly,RestaurantsPriceRange2,DogsAllowed,RestaurantsTakeOut,RestaurantsReservations,RestaurantsGoodForGroups,HasTV,RestaurantsDelivery,OutdoorSeating,Caters,WheelchairAccessible,RestaurantsTableService,HappyHour,BusinessAcceptsBitcoin,BYOB,Corkage,GoodForDancing,CoatCheck,DriveThru,AgesAllowed,RestaurantsCounterService,Open24Hours,alcohol_beer_and_wine,alcohol_full_bar,alcohol_none,touristy,hipster,romantic,intimate,trendy,upscale,classy,casual,divey,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,bn_monday,bn_tuesday,bn_friday,bn_wednesday,bn_thursday,bn_sunday,bn_saturday,garage,street,validated,lot,valet,byobcorkage_no,byobcorkage_yes_corkage,byobcorkage_yes_free,dairy-free,gluten-free,vegan,kosher,halal,soy-free,vegetarian,music_dj,music_background_music,music_no_music,music_jukebox,music_live,music_video,music_karaoke,wifi_free,wifi_no,wifi_paid
125055,8iZ5bR_Zl-xQZMDCvNKLgg,Crescendo Espresso Bar + Music Cafe,1859 Monroe St,Madison,WI,53711,43.064652,-89.41699799999999,4.5,64,1,"Food, Cafes, Coffee & Tea, Music Venues, Arts & Entertainment, Restaurants, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '6:30-20:0', 'Wednesday': '6:30-20:0', 'Thursday': '6:30-20:0', 'Friday': '6:30-20:0', 'Saturday': '6:30-20:0', 'Sunday': '7:0-17:0'}",1,1,1,,1,0,1,0,1,0,0,0,1,1,,,0,,,,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,1,0,0,1,0,0
125102,YXd7yVn-dvbPTYAgQ0V0LQ,Barriques,2166 Atwood Ave,Madison,WI,53704,43.0933721,-89.3498392,3.5,32,1,"Sandwiches, Coffee & Tea, Cafes, Food, Restaurants","{'Monday': '6:30-21:0', 'Tuesday': '7:0-14:0', 'Wednesday': '6:30-21:0', 'Thursday': '6:30-21:0', 'Friday': '6:30-21:0', 'Saturday': '6:30-19:0', 'Sunday': '7:0-19:0'}",1,1,1,,1,,1,0,1,0,1,0,1,1,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
125280,RDQ_812x82H72J7C6jG36Q,La Taguara,3502 E Washington Ave,Madison,WI,53704,43.114679200000005,-89.3285605,4.5,345,1,"Colombian, Caribbean, Venezuelan, Restaurants, Latin American","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-18:0'}",1,1,1,,2,0,1,0,1,0,1,0,1,1,0,,0,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
125310,f1loh_1c_zp6P1Zv9KSaPg,Ginza of Tokyo,6734 Odana Rd,Madison,WI,53719,43.056628,-89.4989583,2.5,62,0,"American (New), Sushi Bars, Japanese, Restaurants","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-21:0'}",1,1,1,,2,,1,1,1,0,0,0,0,,,1,,,1,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,0,1,0
125574,ey27rNqT2dqBqCP36iCNpQ,Sol's On the Square,117 E Mifflin St,Madison,WI,53703,43.076687899999996,-89.38341390000001,3.5,127,1,"Food, Restaurants, Korean","{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}",1,1,1,,2,,1,1,1,0,1,0,1,,1,,0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
125611,MuLF5vPE73lGydhv-6xbtA,Perkins Restaurant & Bakery,5237 University Ave,Madison,WI,53705,43.0783442949,-89.4712896645,2.5,22,0,"Bakeries, Burgers, Breakfast & Brunch, Cafes, American (Traditional), Food, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,1,1,,2,,1,0,1,0,0,0,0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
126101,0ETtpZSd6f7q_-o-7gutPg,Bradbury's,127 N Hamilton St,Madison,WI,53703,43.077237,-89.383889,4.5,339,1,"Creperies, Restaurants, Food, Coffee & Tea","{'Monday': '6:30-18:30', 'Tuesday': '6:30-18:30', 'Wednesday': '6:30-18:30', 'Thursday': '6:30-18:30', 'Friday': '6:30-18:30', 'Saturday': '6:30-18:30', 'Sunday': '6:30-18:30'}",1,1,0,0,2,,1,0,0,1,0,1,0,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
126604,W__CejafuHBISqg1LkwLHA,Brocach,1843 Monroe St,Madison,WI,53711,43.0648055,-89.416854,3.5,97,0,"Salad, American (New), Restaurants, Irish, Breakfast & Brunch","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-23:0'}",1,1,1,,2,,0,1,1,1,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
126634,jzr6jW5cQ0jpPhEo4kGMBw,LongHorn Steakhouse,418 S Gammon Rd,Madison,WI,53719,43.0594110063,-89.5035026245,3.5,86,1,"Steakhouses, Restaurants, Barbeque, American (Traditional)","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",1,1,1,,2,,1,0,1,1,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
126744,FsOpcduqEN7kR6EWgGwJng,Jamba Juice,401 State St,Madison,WI,53703,43.0746663,-89.39208740000001,4,18,0,"Food, Juice Bars & Smoothies, Restaurants","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}",1,1,,,1,,1,,,,,,1,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
127013,xzGUXMDKa2xw_TJ2n4WrNw,Lazy Oaf Lounge,1617 N Stoughton Rd,Madison,WI,53704,43.1199523754,-89.3243771568,3,60,1,"American (Traditional), Nightlife, Sports Bars, Bars, Restaurants, Food","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:30', 'Saturday': '11:0-2:30', 'Sunday': '11:0-2:0'}",1,1,0,,1,,1,1,1,1,1,1,,,,1,0,,,1,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,0,0,0,0,1,0,0,1,0,0
127058,1k3toqehw9_rOdLjsoZh-Q,Licari's Bar and Grill,1405 Emil St,Madison,WI,53713,43.0363646,-89.40714670000001,4,30,1,"American (Traditional), Fish & Chips, Bars, Nightlife, Restaurants, Dive Bars","{'Monday': '8:0-2:0', 'Tuesday': '8:0-2:0', 'Wednesday': '8:0-2:0', 'Thursday': '8:0-2:0', 'Friday': '8:0-2:30', 'Saturday': '8:0-2:30', 'Sunday': '8:0-2:0'}",1,1,1,,1,,1,0,1,1,0,1,,,,1,,,,,,,,,,0,1,0,,0,,,0,,,1,1,0,,,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,,,,,,,,,0,0,,0,0,,1,0,0
127313,UNPkYPoR-zPfnpTL6GVgzQ,Jimmy John's,1 N Randall Ave,Madison,WI,53715,43.067998200000005,-89.40877259999999,3.5,8,1,"Food Delivery Services, Food, Restaurants, Delis, Fast Food, Sandwiches","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-3:0', 'Saturday': '10:0-3:0', 'Sunday': '10:0-0:0'}",1,,,,1,,1,0,,,1,,1,1,,0,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,1,0
127403,YxbldvyQGgGDTO9usRHe8w,Ancora Coffee Roasters,1859 Monroe St,Madison,WI,53711,43.0646907,-89.4170542,4.5,6,0,"Coffee & Tea, Food, Restaurants",,,,,,2,,,,,,,1,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0
127533,XMEGoJVtQ6EgVox1yTsO8w,Perkins Restaurant & Bakery,4863 Hayes Rd,Madison,WI,53704,43.1358953975,-89.29944857950001,3,33,1,"Cafes, Restaurants, Breakfast & Brunch, Food, American (New), Farmers Market, Bakeries, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,1,1,,2,,1,0,1,1,1,0,0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
127705,IbE1cc06F4Vqq-H8RP-RoA,Java Detour,2910 E Washington Ave,Madison,WI,53704,43.1037061,-89.3439378,4.5,11,0,"Restaurants, Coffee & Tea, Food",,1,,,,1,,,,,,,1,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
127907,wQgY7CdljLdCJm6XIk1HuA,Cheba Hut Toasted Subs,453 W Gilman St,Madison,WI,53703,43.073425,-89.394789,4,63,1,"Restaurants, Sandwiches, Local Flavor, Fast Food, American (Traditional), Beer, Wine & Spirits, Caterers, Food, Event Planning & Services","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-3:0', 'Friday': '10:0-3:0', 'Saturday': '10:0-3:0', 'Sunday': '10:0-0:0'}",1,1,1,,1,,1,0,1,1,1,1,1,,0,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
128349,iSOaf_-deg1nIlCm3cuzvg,Capitol ChopHouse,9 E Wilson,Madison,WI,53703,43.07289058600001,-89.38052084540001,3.5,73,0,"Venues & Event Spaces, American (Traditional), Event Planning & Services, Party & Event Planning, Seafood, Steakhouses, Restaurants","{'Monday': '6:30-11:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '10:0-14:0'}",1,1,0,,3,,1,1,1,1,0,1,0,,,,0,,,,1,,,,,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,,,,,,,,1,0,0
128401,dpblBM884TnUQQ5xusFMlg,Yen Ching Restaurant,1300 S Midvale Blvd,Madison,WI,53711,43.038061799999994,-89.4515848,4,9,0,"Restaurants, Chinese","{'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-21:30'}",1,,1,,1,,1,1,1,,1,0,,,,,,,,,,,,,,1,0,0,,,,,,,,,,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
128431,cVPUJEJqjSR1oHjl2JPHqg,Red Rock Saloon,322 W Johnson St,Madison,WI,53703,43.074154,-89.391323,3,69,1,"Barbeque, Music Venues, Restaurants, Arts & Entertainment, Bars, Nightlife, Pubs",,1,1,0,,2,,1,0,1,1,1,1,0,,1,1,,,,1,0,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,1,0,0,1,0,0
128674,-rg5vXpJgqB23FOQJuqMeg,Ironworks Cafe,149 Waubesa St,Madison,WI,53704,43.097086,-89.3436886,3.5,20,0,"Sandwiches, Cafes, Vegetarian, American (New), Food, Restaurants, Breakfast & Brunch, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '7:30-20:0', 'Wednesday': '7:30-20:0', 'Thursday': '7:30-20:0', 'Friday': '7:30-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-18:0'}",1,1,1,,1,,1,0,1,0,0,1,1,,,,,,,,,,,,,0,0,1,,,,,,,,,,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
128725,dEty4GN0TJIbdIlMioW8cg,Jimmy John's,6130 Mineral Point Rd,Madison,WI,53705,43.0613009,-89.4858625,2,20,1,"Food, Fast Food, Delis, Sandwiches, Food Delivery Services, Restaurants","{'Monday': '10:30-20:0', 'Tuesday': '10:30-20:0', 'Wednesday': '10:30-20:0', 'Thursday': '10:30-20:0', 'Friday': '10:30-20:0', 'Saturday': '10:30-20:0', 'Sunday': '10:30-18:0'}",1,1,1,,1,,1,0,0,1,1,1,1,1,,0,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
128740,2j3sESWDU_hW9Q3TjElwPA,The Sett,1308 W Dayton St,Madison,WI,53715,43.0719139,-89.4081342,4,26,1,"Recreation Centers, Sports Bars, Bars, Burgers, Music Venues, Arts & Entertainment, Restaurants, Nightlife, Active Life, Leisure Centers, American (New)","{'Monday': '8:0-23:0', 'Tuesday': '8:0-23:0', 'Wednesday': '8:0-23:0', 'Thursday': '8:0-23:0', 'Friday': '8:0-0:0', 'Saturday': '8:0-0:0', 'Sunday': '8:0-22:0'}",1,1,1,,1,0,1,0,1,1,0,1,1,1,0,0,0,,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,1,0,0,1,0,0
128981,y2YHddCEO-OLukNppajGIQ,Double S BBQ,1835 Monroe St,Madison,WI,53711,43.0649127,-89.41671269999999,3.5,39,0,"Restaurants, Barbeque","{'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",1,1,1,,2,,1,0,1,0,1,0,1,,1,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
129067,g0h7RSrFyNYbxWz5m8ScMQ,Monroe Street Bistro,2611 Monroe St,Madison,WI,53711,43.0575935,-89.4282848,3,13,0,"Restaurants, Bars, Nightlife",,1,,0,,2,,0,1,1,,0,0,,,,1,,,,,,,,,,0,1,0,,,,,,,,,,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
129088,-IoO4qZCdIQNgj2vCt9hqA,Chasers Bar & Grille,319 W Gorham St,Madison,WI,53703,43.0741778,-89.3919536,3.5,46,1,"American (New), Nightlife, Bars, Delis, Burgers, Sandwiches, Restaurants","{'Tuesday': '15:0-2:0', 'Wednesday': '15:0-2:0', 'Thursday': '15:0-2:0', 'Friday': '15:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}",1,1,0,,1,,1,0,1,1,1,1,0,,,,0,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,1,1,0,0,1,0,0
129142,w8dYJYobxHFlHZ1Xwqu4QA,Hot-N-Spicy,4602 Monona Dr,Madison,WI,53716,43.070096,-89.32543790000001,4.5,34,1,"Thai, Restaurants, Comfort Food, Vietnamese, Asian Fusion, Laotian","{'Monday': '0:0-0:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:30', 'Saturday': '11:0-19:30', 'Sunday': '11:0-18:0'}",1,1,,,,0,1,0,0,0,0,0,1,1,0,0,0,,,,,,,,,0,0,1,,0,,,,,,1,,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
129290,gv47gtyCkw_8OyexHrqdDA,Rare Steakhouse,14 W Mifflin St,Madison,WI,53703,43.0752825,-89.3861265,4,267,1,"Restaurants, Steakhouses, Seafood, American (Traditional)","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",1,1,0,,4,0,0,1,1,1,0,0,1,1,1,1,0,,,,,,,,,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,,,,,,,,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,1,0,0
129318,EWcCj1D3K1NnEgYD_LjgDQ,Cool Beans Coffee Cafe,1748 Eagan Rd,Madison,WI,53704,43.122992000000004,-89.309042,4.5,79,1,"Restaurants, Sandwiches, Event Planning & Services, Food, Venues & Event Spaces, Cafes, Coffee & Tea","{'Monday': '6:30-21:0', 'Tuesday': '6:30-21:0', 'Wednesday': '6:30-21:0', 'Thursday': '6:30-21:0', 'Friday': '6:30-21:0', 'Saturday': '6:30-21:0'}",1,1,1,,1,,1,0,1,1,0,1,1,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
129466,Kntmm6a3qAMSpxRWdFZutA,Arby's,601 S Gammon Rd,Madison,WI,53719,43.052129469899995,-89.502495738,2.5,7,0,"Sandwiches, Fast Food, Restaurants",,1,1,1,,1,,1,0,1,0,1,0,0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
129594,2Y1zM4OuV_eB4KxZO3LxSw,Natural Juice,Library Mall,Madison,WI,53703,43.0749197402,-89.3984234118,5,16,1,"Street Vendors, Juice Bars & Smoothies, Food, Food Stands, Restaurants",,0,1,1,,1,,1,0,1,1,0,1,0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
129697,a4I6hTqQwL3Px1aXfHD4Aw,Chuck E. Cheese,438 Grand Canyon Dr,Madison,WI,53719,43.0585304,-89.4973245,2,22,1,"Arts & Entertainment, Arcades, Restaurants, Pizza, Indoor Playcentre, Active Life, Party & Event Planning, Event Planning & Services, Kids Activities","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '11:0-21:0'}",1,1,1,,1,,1,1,1,1,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
129700,hOxNKZJ8wWg8Q165U7CCqg,Forequarter,708 1/4 E Johnson,Madison,WI,53703,43.08228,-89.37947199999999,4,255,0,"Beer Bar, Bars, Nightlife, Breakfast & Brunch, Event Planning & Services, Restaurants, Vegan, American (New), Caterers, Vegetarian","{'Monday': '16:30-23:0', 'Tuesday': '16:30-23:0', 'Wednesday': '16:30-23:0', 'Thursday': '16:30-23:0', 'Friday': '16:30-0:0', 'Saturday': '17:0-0:0'}",1,1,0,,3,,0,0,0,1,0,1,1,,,1,,,,0,,,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0
129853,-pV9kWNoA9vyHfM_auYecA,The Cooper's Tavern,20 W Mifflin St,Madison,WI,53703,43.075216,-89.386276,4,426,1,"Restaurants, American (New), Bars, Pubs, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '9:0-2:0', 'Sunday': '9:0-2:0'}",1,1,0,,2,0,1,0,1,1,0,1,0,,,,,,,0,,,,,,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0
129877,zXb5pP4zMHvmusweYfr9TQ,McDonald's,6910 Odana Rd,Madison,WI,53719,43.0571084017,-89.5017408,2.5,15,1,"Fast Food, Food, Restaurants, Coffee & Tea, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,1,1,,1,,1,0,1,1,1,0,0,,,,,,,,,1,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
130195,z2Etq4K6YwbV7P5ENVYEgg,Subway Restaurants,652 N Highpoint Rd,Madison,WI,53717,43.0745585,-89.5191092,3,4,1,"Sandwiches, Restaurants, Fast Food","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '9:0-21:0'}",1,1,1,,1,,1,0,1,1,1,1,1,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
130202,Rn9FfZqjIU1oy8XaST9qbw,Black Locust Cafe,829 E Washington Ave,Madison,WI,53703,43.081653,-89.373548,4.5,118,1,"Restaurants, Food, Coffee & Tea, Cafes, Juice Bars & Smoothies, Breakfast & Brunch, Creperies, Southern","{'Monday': '0:0-0:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-20:0'}",1,1,1,,1,1,1,0,1,0,0,1,0,1,0,,0,,,,,,,,,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
130541,MR8VDdN8PclEFt4BpBO3bw,Ancora Coffee,107 King St,Madison,WI,53703,43.074475899999996,-89.38113390000001,4.5,82,1,"Coffee & Tea, Food, Breakfast & Brunch, Cafes, Restaurants","{'Monday': '6:30-17:0', 'Tuesday': '6:30-17:0', 'Wednesday': '6:30-17:0', 'Thursday': '6:30-17:0', 'Friday': '6:30-17:0', 'Saturday': '7:0-15:30', 'Sunday': '7:0-15:30'}",1,1,,0,1,0,1,0,0,0,1,1,1,1,,0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
130815,fQ1sYWuXtVVOFWhrC9bTrA,Culver's,1325 Northport Dr,Madison,WI,53704,43.1341283,-89.3729216509,3.5,18,1,"Restaurants, Burgers, Fast Food, Ice Cream & Frozen Yogurt, Food","{'Monday': '0:0-0:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}",1,1,1,,1,,1,0,1,1,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
130971,2C5nGjdzF0zMWvD9iVma0g,Diego's Mexican Bistro,118 State St,Madison,WI,53703,43.074740500000004,-89.3866113,3,35,0,"Beer, Wine & Spirits, Mexican, Food, Restaurants, Bars, Nightlife","{'Monday': '11:0-22:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '9:0-2:0'}",1,1,0,,2,,1,1,1,1,0,1,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
131012,u6sbx5j-06KmPxUwY_mDqg,Mad Dogs Eatery,309 N Henry St,Madison,WI,53703,43.075124200000005,-89.390236,3.5,17,0,"Hot Dogs, Restaurants","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-2:0', 'Friday': '10:0-3:0', 'Saturday': '10:0-3:0', 'Sunday': '12:0-18:0'}",1,,1,,1,,1,0,1,0,1,0,0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
131135,YycuwgvTtOG7HBYW_cwvkg,The Bayou,117 S Butler St,Madison,WI,53703,43.07561629999999,-89.37939370000001,3.5,68,0,"Restaurants, Cajun/Creole","{'Monday': '10:30-2:0', 'Tuesday': '10:30-2:0', 'Wednesday': '10:30-2:0', 'Thursday': '10:30-2:0', 'Friday': '10:30-2:0', 'Saturday': '10:30-2:30'}",1,1,0,,2,,1,0,1,1,0,1,0,,,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
